Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery,Above_90
55822,France,"90-92 Barrel sample. A finely structured wine, its tannins firm but generous. It has some dark characters, black plums and a solid texture, but it is also fired with super-rich fruit.",Barrel sample,91,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Château Moulin de la Rose,1
55823,France,"90-92 Barrel sample. Power and structure over extreme juicy fruits, with black plum skins, spice from wood and a firm underlay.",Barrel sample,91,,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Poujeaux,1
55824,France,"90-92 Barrel sample. Under new ownership after the sale by Alain Raynaud, this is now a lighter style of wine. But it does have great acidity, really fresh, with smoky tannins.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Quinault L'Enclos,1
55825,France,"90-92 Barrel sample. Packed with ripe fruits, caramel flavors, lots of wood, solid and well balanced. Good final acidity.",Barrel sample,91,,Bordeaux,Graves,,Bordeaux-style Red Blend,Château Rahoul,1
55826,France,"90-92 Barrel sample. Dense tannins over freshness, the wine is packed with tight, mineral tannins and layered fruit and wood. Maybe a little too extracted.",Barrel sample,91,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Cantemerle,1
55827,France,"90-92 Barrel sample. Dense tannins over delicious blackberry juicy fruit. A finely structured wine, good freshness and sweet aftertaste.",Barrel sample,91,,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Chasse-Spleen,1
55828,France,"90-92 Barrel sample. Ripe, sweet fruit, lots of smooth tannins, caramel and toast. The fruit is rich, lightly structured with firm tannins showing through.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Clos des Jacobins,1
55829,France,"90-92 Barrel sample. Very rich in character, but on the dry side, a solid, almost chunky wine, showing depth of spice, apricot and honeyed apple.",Barrel sample,91,,Bordeaux,Barsac,,Bordeaux-style White Blend,Château Broustet,1
56070,France,"90-92 Barrel sample. Very tight green flavors, herbaceous, with lively fresh fruits, but restrained into a taut, mineral jacket.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Carbonnieux,1
56071,France,90-92 Barrel sample. Tough tannins over juicy fruit. The wine has great ripeness as well as freshness. The intensity of the blackcurrant is considerable.,Barrel sample,91,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Cos Labory,1
56072,France,"90-92 Barrel sample. The juicy blackcurrant flavors of the year show through here, the wine a firm balance between juicy fruit and the driest of tannins.",Barrel sample,91,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château les Ormes de Pez,1
56073,France,"90-92 Barrel sample. Under the same ownership as Château Ausone, this is a smoky wine, with fresh tannins and blackcurrant fruit flavors that are bursting from the glass. It is beautifully fresh, with plenty of bright acidity.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Moulin Saint-Georges,1
56074,France,"90-92 Barrel sample. Tannin dominated wine, very solid, chunky. It has a very dry, firm core, with the surrounding fruit extracted and tight, just a final hint of juiciness.",Barrel sample,91,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Rauzan-Gassies,1
56075,France,"90-92 Barrel sample. Big, solid rich and dense fruits, packed with black berry juice and very ripe tannins. It feels wighty, with a stewed prune aftertaste.",Barrel sample,91,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Clos du Clocher,1
56076,France,"90-92 Barrel sample. A big, rich wine, with lively fresh citric balance, enrobed in swathes of ripe apricots, and a touch of wood spice.",Barrel sample,91,,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Girolate,1
56077,France,"90-92 Barrel sample. Complex wine, its botrytis character very dominant, heady, so concentrated it is almost dry. This is dense, very rich in character.",Barrel sample,91,,Bordeaux,Barsac,,Bordeaux-style White Blend,Château Caillou,1
56078,France,"90-92 Barrel sample. The ripest fruit, with plenty of sweet flavors, packed with spice, the ripe wood giving structure.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Clos Badon,1
56079,France,"90-92 Barrel sample. Packed with Cabernet blackcurrant flavors, very ripe and laden with blackcurrants. Great final freshness.",Barrel sample,91,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château Pedesclaux,1
56080,France,"90-92 Barrel sample. Rich and smooth, a former garage wine turned respectable. It is powerful but very smooth, with sweet damsons and juicy berry fruit. The wood is well integrated.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Rol Valentin,1
56081,France,"90-92 Barrel sample. Firm tannins, but also ripe, sweet fruits, with a fine balance. While the wine is on the light, fresh side, it does have a good, final structure.",Barrel sample,91,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Coufran,1
56082,France,"90-92 Barrel sample. A very smoky character, with an attractive lightness. The fruit is bright, even though there is richness. The tannins give a dark, dry aftertaste.",Barrel sample,91,60.0,Bordeaux,Fronsac,,Bordeaux-style Red Blend,Château Fontenil,1
56083,France,"90-92 Barrel sample. Soft, fleshy and fruity, with tannins that are very ripe. The fruit has blackberry juice, sweet with an edge of licorice.",Barrel sample,91,,Bordeaux,Médoc,,Bordeaux-style Red Blend,Goulée,1
56084,France,"90-92 Barrel sample. Concentration and ripe fruit, but with a definite structure that shows as considerable depth of fruit and structure.",Barrel sample,91,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Bourgneuf,1
56085,France,"90-92 Barrel sample. It takes a while for this wine to show. Then it has solid tannins, topped by ripe berry flavors, rich plums and an edge of juiciness.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Bouscaut,1
56086,France,"90-92 Barrel sample. Pure blackberry and currant fruits, lots of ripe and juicy flavors. Intense, concentrated and smoky.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château la Couspaude,1
56087,France,"90-92 Barrel sample. Firmly dry wine, solid with many firm, wood-derived tannins. It gives bitter coffee and cranberry juice flavors, but also manages to retain freshness.",Barrel sample,91,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Chateau La Tour Carnet,1
56088,France,"90-92 Barrel sample. The greatest juicy fruit, some wood character, with great freshness and lots of blackcurrant character. Great ripe fruits.",Barrel sample,91,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château Pibran,1
56089,France,"90-92 Barrel sample. Good balance between richness and great freshness. The acidity is almost sweet, giving a wine that is spicy, but with a great green aftertaste.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Picque Caillou,1
56090,France,"90-92 Barrel sample. Bright herbaceous fruit, lots of freshness, lively citrus character. The wine is light, vivid, finally deliciously crisp.",Barrel sample,91,,Bordeaux,Graves,,Bordeaux-style White Blend,Château de Chantegrive,1
56091,France,"90-92 Barrel sample. Ripely juicy, a wine that feels fresh as much as rich. It shows extreme berry juice as well as acidity. But there is also some density.",Barrel sample,91,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Durfort-Vivens,1
57610,US,"This is 92% Cab Franc and 8% Malbec, a lovely, aromatic expression of the two grapes together. No new wood was involved; it's designed to showcase varietal flavors of tart berries and streaks of spice and coffee. Tannins are ripe and the acids completely natural.",Cf,88,18.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Franc,Substance,0
60687,Australia,"From a vineyard planted in 1927, this is aged in a blend of French and American oak. Subtle dill notes mark the nose, but there's more vanilla and even more blackberry and blueberry fruit. It's not as soft or lush as some Barossa Shirazes, finishing with a dusty, satiny texture. Drink now–2014.",Filsell,89,31.0,South Australia,Barossa,,Shiraz,Grant Burge,0
60854,France,"90-92 Barrel sample. This is a finely crafted wine, packed with all the right tannins that blend easily into the wood and blackberry flavors. The fruit is very pure, intense and finely layered.",Barrel sample,91,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château Clerc Milon,1
60855,France,"90-92 Barrel sample. This is packed with huge tannins and sweet, super-ripe fruit. It's tough at first because it is so powerful and alcoholic, but there is also a certain rough grace to it.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château la Gaffelière,1
60856,France,"90-92 Barrel sample. This is hugely rich and powerful,  with attractively ripe, intense fruit. Delicious layers of fresh fruits combine with concentrated botrytis and lemon flavors. A perfect foie gras partner.",Barrel sample,91,,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château Lamothe Guignard,1
60857,France,"90-92 Barrel sample. A smoothly rich wine, layering ripe red fruits with some poised acidity. The tannins are dry, but well integrated into the generous fruits.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Picque Caillou,1
60859,France,"90-92 Barrel sample. A charming wine that maybe lacks depth, but floats very attractively. The sweet fruits are approachable at this stage, although the acidity, more than the tannins, suggest ageability.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Domaine de Chevalier,1
60863,France,"90-92 Barrel sample. The other wine produced at Château Palmer is appropriately named. While the chateau wine has the opulence, this has delicacy and a grace that is immensely attractive.",Barrel sample,91,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Alter Ego de Palmer,1
61081,France,"90-92 Barrel sample. Very dense, this wine has big, juicy fruit, but is firm enough with black flavors that add a complex herbal element.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château La Tour Haut-Brion,1
61082,France,90-92 Barrel sample. A finely balanced wine with expressive acidity and ripe blackberry fruit flavors. The aftertaste is dry from the firm but managed tannins.,Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Laroque,1
61083,France,"90-92 Barrel sample. Another huge Pomerol. But like other wines vinified by Christian Moueix, this has a fine sense of balance, its softly extracted tannins and dry fruits paired with deliciously fresh blueberry flavors.",Barrel sample,91,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Latour à Pomerol,1
61084,France,"90-92 Barrel sample. The botrytis is amazingly perfumed, smelling like a Paris perfume shop. The fruit is lost in a crazy range of exotic flavors. Fun, but very different.",Barrel sample,91,,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château Rabaud-Promis,1
61085,France,"90-92 Barrel sample. This is a hugely ripe wine dominated by concentrated, ripe fruits and flavors of pure sweet oranges. A powerful wine, surprising because of its weight in a year that seems more about freshness, but still good.",Barrel sample,91,,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château Suduiraut,1
61086,France,"90-92 Barrel sample. One of the likely candidates for promotion to Grand Cru Classé status, this is Jean-Luc Thunevin's original estate. This year there is considerable restraint in what is normally an immensely opulent wine: it is elegant, rather than having a no-holds-barred attitude, that will make this wine a classic.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Valandraud,1
61087,France,"90-92 Barrel sample. Lemon, honey and spice dominate this attractive wine which is poised, light and fresh. There is a little structure of gooseberry tannins which add to the pleasure.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Carbonnieux,1
61088,France,"90-92 Barrel sample. A well-balanced, concentrated wine, full of botrytis flavors: richness, poised honey and lemon. This is going to be an impressive wine for a second growth—in about 10 years—but already shows signs of greatness.",Barrel sample,91,,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château d'Arche,1
61089,France,"90-92 Barrel sample. Dry, intense tannins dominate this wine. The fruit is going to come through later, but together the two will give it a powerful, heavy structure .",Barrel sample,91,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château de Lamarque,1
61091,France,"90-92 Barrel sample. This has all the flavors of an Asian kitchen, spices dominant and, underneath, some attractive lemon and honey botrytis. This should be a great aperitif style of wine.",Barrel sample,91,,Bordeaux,Barsac,,Bordeaux-style White Blend,Château Doisy-Daëne,1
61092,France,"90-92 Barrel sample. This is rich, full of sweet-and-sour acidity, layers of sweet tannins and big, ripe fruit. It's powerful, intense and full of pure black currant fruit flavors. Ends with great acidity.",Barrel sample,91,,Bordeaux,Graves,,Bordeaux-style Red Blend,Château Ferrande,1
61093,France,"90-92 Barrel sample. Dark, dry and tannic this wine currently offers little in the way of fruit. The tannins are firm, solidly based and only hinting at the fruit underneath. It's a tough wine at the moment, but the structure will certainly see it into a good maturity.",Barrel sample,91,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Ferrière,1
61100,France,"90-92 Barrel sample. Spice and dry botrytis are what this wine is about. There's a wood element as well, which dominates the fruit and the flavors of baked apples and cinnamon. Like all the drier styles, this will be a good food wine.",Barrel sample,91,,Bordeaux,Barsac,,Bordeaux-style White Blend,Château Coutet,1
61101,France,"90-92 Barrel sample. This poised wine has attractive layers of clean, fresh lemon and honey flavors. There are some light wood nuances, lively acidity and dryness from botrytis. A finely balanced wine.",Barrel sample,91,,Bordeaux,Barsac,,Bordeaux-style White Blend,Château de Myrat,1
61102,France,"90-92 Barrel sample. Attractive rosemary and thyme aromas lead to a very fresh wine with a herbal element. Excellent, with delicious fruit.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Larrivet Haut-Brion,1
61103,France,"90-92 Barrel sample. Consultant Michel Rolland's family property has produced a wine with great elegance, despite the intensity of fruit. Just a touch medicinal at this stage, the ripeness will power through.",Barrel sample,91,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château le Bon Pasteur,1
61104,France,"90-92 Barrel sample. A smooth wine with vanilla wood flavors. The fruit is almost incidental at the moment, but it's black and firm enough, and with its juicy character the wine should come through well.",Barrel sample,91,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Monbrison,1
61105,France,"90-92 Barrel sample. Balance is the key to this wine, as it shows off ripe fruits and then dry tannins, black plum, herbs and finally finishing acidity.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Franc Mayne,1
61106,France,"90-92 Barrel sample. Already, this wine is developing a golden color. Typical of Guiraud, to taste it is big and powerful and full of complexity and ripeness. Currently missing freshness, but that will come later.",Barrel sample,91,,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château Guiraud,1
61386,France,"90-92 Barrel sample. Very ripe but dry and brooding, this shows potential greatness, but is even more of a baby than most en primeur samples. There are dark fruits, but it's all shrouded in mystery.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Clos de lé Oratoire,1
61387,France,"90-92 Barrel sample. Because of the high proportion of Merlot this is an opulent, sweet and ripe wine, more new world than Margaux. It's less of a second wine than a beautifully polished wine in its own right.",Pavillon Rouge de Château Margaux Barrel sample,91,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Margaux,1
61388,France,"90-92 Barrel sample. A deliciously fresh, vibrant wine with good ripe fruits, flavors of orange marmalade and a light, citrus kick. Lovely, with just a touch of spice.",Barrel sample,91,,Bordeaux,Barsac,,Bordeaux-style White Blend,Château Nairac,1
61389,France,"90-92 Barrel sample. A very smooth, rich wine, with a slight touch of pepper from the alcohol. The tannins are huge but submerged by ripe fruit. There's almost Napa-like ripeness, but also delicious acidity.",Barrel sample,91,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Nenin,1
61390,France,"90-92 Barrel sample. Very citrusy fruits, with spice, new wood and delicious, almost tropical flavors. This wine has great poise and acidity.",Barrel sample,91,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Smith Haut Lafitte,1
61391,France,"90-92 Barrel sample. A ripe, creamy wine, which has great poise and freshness. There's just a touch of caramel, but the fruit—sweet apples and crisp pears—is dominant. A pure pleasure to taste.",Barrel sample,91,,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château Clos Haut-Peyraguey,1
61401,France,"90-92 Barrel sample. Large-scale renovations to the vineyard and the advice of Patrick Valette as consultant have paid great dividends at this ancient vineyard. The wine is ripely opulent but balanced, with new wood that supports rather than dominates, and a structure that promises long aging.",Barrel sample,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Berliquet,1
61402,France,"90-92 Barrel sample. A hugely ripe wine with dark tannins, this wine broods with intense, tough fruit. It's in balance, with a fine touch of freshness to give a lift.",Barrel sample,91,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Vray Croix de Gay,1
62584,US,"As with the Merlot this is Ash Hollow fruit (92%), hence young; it seems to represent a significant shift in style from previous Reininger wines. Very nice winemaking brings out interesting herb and grassy notes; the base fruit is quite light, with strawberry, fig and hints of sour cherry.",,89,32.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Reininger,0
62922,Australia,"From a vineyard planted in 1920, this is a rather structured Barossa Valley Grenache. Spicy and herbal on the nose, fleshed out with black cherry fruit, but turning crisp and firm on the finish.",,87,29.0,South Australia,Barossa Valley,,Grenache,Turkey Flat,0
65089,Austria,"First created in 1992, this international blend is a fine contribution to Bordeaux-style wines around the world. Cabs and Merlot are the basis, and the relatively cool conditions of 2004 have given a delicate, elegant wine, with fresh black berry fruits.",1010,91,54.0,Burgenland,,,Cabernet Blend,Feiler-Artinger,1
65395,Austria,"Since 1992, Hans and Kurt Feiler have produced what they call the 1000 Series, a blend of Cabernet Franc and Merlot. This 2005 vintage follows the same theme, keeping close to a Bordeaux model, while adding extra sweetness and ripeness to the fruit. Wood aging helps soften the wine, but it is also a question of soft tannins and richness.",1011,90,52.0,Burgenland,,,Cabernet Blend,Feiler-Artinger,0
69272,France,"From a vineyard planted in 1892, this 100% Carignan features exciting spice-driven notes that resemble cinnamon red hots. It's a lighter, more feminine style than the other Lignère wines on the palate, but very flavorful, showing great freshness on the finish.",Pièce de Roche,90,30.0,Languedoc-Roussillon,Corbières,,Carignan,Domaine Famille Lignères,0
75119,France,"92–94. Barrel sample. With marked acidity as well as black fruits, this is a wine with weight and richness. It has a dark core of firm tannins, although the aftertaste maintains the juiciness.",Barrel Sample,93,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Brane-Cantenac,1
75390,France,"92–94. Barrel sample. A solid effort, this is a wine with great fruit and firm structure to support it. Ripe and full in the mouth, it's a firm and complex wine with a delicious juicy aftertaste.",Barrel Sample,93,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Cantenac Brown,1
75391,France,"92–94. Barrel sample. This solidly tannic wine is powerful and firm. It's a very complete wine, showcasing fruit and tannin elements to give a complex, structured whole. A wine that is for long-term aging.",Barrel Sample,93,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Kirwan,1
75392,France,"92–94. Barrel sample. An austere wine that has distinct acidity and a black-currant character. The texture is tannic and dry, but it's fragrant with a light green note that comes through at the end.",Pavillon Rouge de Château Margaux Barrel Sample,93,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Margaux,1
75393,France,"92–94. Barrel sample. This is a spicy, fruity wine that has excellent acidity and a rounded, fruity character. It has some extraction, giving a bitter edge, while the final effect is a rich, juicy Merlot.",Barrel Sample,93,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Marojallia,1
75402,France,"90–92. Barrel sample. There's a big amount of acidity that flows from the black-currant flavors on this wine. Brisk fruitiness contrasts with a dry, dense structure, while a richer center is missing.",Barrel Sample,91,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Chateau Dauzac,1
75403,France,"90–92. Barrel sample. This concentrated wine brings out all the qualities of 2012 vintage—fruitiness, juicy black fruit and great swathes of fresh acidity. It's a finely balanced wine.",Barrel Sample,91,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Malescot Saint-Exupery,1
75404,France,"90–92. Barrel sample. Firm and tannic, this is a structured wine that also supports delicious black fruits. It brings together both fruitiness and ripeness.",Barrel Sample,91,,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Dutruch Grand Poujeaux,1
75405,France,"90–92. Barrel sample. This wine has very dark, extracted tannins. It is densely structured, and at present tasting tough, although with plenty of wonderful ripe fruit, there's a refreshing acidity on the finish.",Barrel Sample,91,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Ferrière,1
75406,France,"90–92. Barrel sample. This is a solid and dense wine with hints of bitter chocolate along with super-ripe blackberry fruits. The wine has concentration, richness and a fine ageing potential.",Barrel Sample,91,,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Maucaillou,1
75407,France,"90–92. Barrel sample. This rich, opulent wine is packed with ripe black fruits and red berries. It's a warm wine with a generous character that's balanced with a firm core of tannins.",Barrel Sample,91,,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Branas Grand Poujeaux,1
75408,France,"90–92. Barrel sample. This is a solid and dense wine with hints of bitter chocolate along with super-ripe blackberry fruits. The wine has concentration, richness and a fine ageing potential.",Barrel Sample,91,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Pontac-Lynch,1
75719,France,"92–94. Barrel sample. This is a full and opulent wine comprised of 76% Merlot. The palate has weight, and coffee and black-plum flavors that lend richness and a smoky, spicy character.",La Dame de Montrose Barrel Sample,93,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Montrose,1
75990,France,"92–94. Barrel sample. Fruity and spicy, this is a fine, attractively fruity wine. While it doesn't have great weight, it has a core of dry tannins and a dark structure that suggests good aging for the future.",Barrel Sample,93,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château de Pez,1
75991,France,92–94. Barrel sample. This wine is heavily influenced by ample new-wood aging. It's deliciously juicy with black currant and plum fruits balanced by swathes of refreshing acidity at the end.,Barrel Sample,93,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Château Talbot,1
75992,France,"92–94. Barrel sample. Made from grapes grown in a specific parcel in the Léoville Las Cases vineyard, Clos du Marquis is a ripe wine that's also promises seriously good aging. Tannins and structure dominate the black fruits and acidity.",Barrel Sample,93,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Clos du Marquis,1
75993,France,"92–94. Barrel sample. With so much spicy fruit, intensely ripe blackberry flavors and solid tannins, all the elements of excellence are here, and powered by a firm structure. This wine has weight and a fine Cabernet concentration.",Barrel Sample,93,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château Grand-Puy-Lacoste,1
75994,France,"92–94. Barrel sample. With so much spicy fruit, intensely ripe blackberry flavors and solid tannins, all the elements of excellence are here, and powered by a firm structure. This wine has weight and a fine Cabernet concentration.",Barrel Sample,93,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Château Gruaud Larose,1
75995,France,"92–94. Barrel sample. Wood and mint aromas yield a wine that is darkly tannic, with a distinct black-coffee flavor. It's a powerful, concentrated wine with fruit hiding behind the dense structure.",Barrel Sample,93,65.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Chateau La Tour Carnet,1
75996,France,"92–94. Barrel sample. While initially severe with chocolate and dark coffee flavors, ripe fruitiness comes through on the mid palate. It's full bodied and dense in tannins, but a solid wine showing the continuing development of this property.",Barrel Sample,93,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château Duhart-Milon,1
75997,France,"92–94. Barrel sample. Solid and concentrated, this wine certainly shows great dryness as well as fruit. It has power and density, and a texture that balances new wood as well as the fruitiness.",Barrel Sample,93,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Château Gloria,1
75998,France,"92–94. Barrel sample. There's great concentration here, on this powerful wine with very dry structure and dark character. The palate hints of a more perfumed character with fine fruitiness and lingering freshness on the finish.",Barrel Sample,93,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Château Langoa Barton,1
75999,France,92–94. Barrel sample. This wine boasts big chocolate character along with ripe fruit. The palate is solid and generous with rounded Merlot flavor. It has remarkable weight with tannins surrounded by layers of delicious fruit.,Les Pagodes de Cos Barrel Sample,93,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Cos d'Estournel,1
76000,France,"92–94. Barrel sample. Big and densely ripe, this is an impressive wine. It has balanced weight, fine acidity and a sense of richness. Offering all the right elements, this is going to be a great wine.",Barrel Sample,93,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château Grand-Puy Ducasse,1
76010,France,"90–92. Barrel sample. Richly textured and weighty, this dark, dense, black-plum flavored wine is accented by black-coffee notes along with fragrant acidity.",Barrel Sample,91,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Citran,1
76011,France,"90–92. Barrel sample. This ripe and chocolatey wine is soft and pleasantly characteristic of Merlot. Full-bodied and rich, the palate is touched by spice and topped with attractive acidity. There's a rich feel to it all around.",Barrel Sample,91,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Tronquoy-Lalande,1
76012,France,"90–92. Barrel sample. Dominated by Cabernet, this is a fruity wine with attractive acidity, black-currant flavor, and a high-bright fruitiness. Balanced and structured, the wine is elegant as well as fruity.",Barrel Sample,91,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Château Lalande-Borie,1
76013,France,"90–92. Barrel sample. Spicy new wood and the characteristically firm tannins of Saint-Estèphe yield a solid, chunky, powerful wine. With so much black plum, ginger and all-spice character, it's already quite complex and will develop well.",Barrel Sample,91,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Lilian Ladouys,1
76014,France,"90–92. Barrel sample. This is a dark, extracted wine with coffee flavors and dense tannins. The palate has a bitter character to it, and a structure that's very firm and dry.",Barrel Sample,91,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Lamarque,1
76015,France,"90–92. Barrel sample. There's a great spicy-wood character that dominates this second wine from Mouton-Rothschild. All the right black-currant fruit character and fresh acidity are here, with a light mineral texture.",Le Petit Mouton de Mouton-Rothschild Barrel Sample,91,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château Mouton Rothschild,1
76016,France,"90–92. Barrel sample. Packed with new wood, blackberry fruits and soft tannins, this wine sums up the fruitiness of the vintage. Great swathes of juicy acidity linger at the end.",Barrel Sample,91,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château d'Agassac,1
76017,France,"90–92. Barrel sample. This is a ripe and spicy wine that showcases flavors of new wood and rich, sweet black fruits. The wine is attractive and fruity, but with enough structure to promise some good aging.",Barrel Sample,91,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Cambon la Pelouse,1
76018,France,90–92. Barrel sample. This fruity wine is soft and open with flavors of ripe red-berry fruits and fresh acidity. It's expressive with immediately attractive tannins.,Barrel Sample,91,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château d'Armailhac,1
76019,France,"90–92. Barrel sample. This is a ripe and fruity wine with smooth tannins within a densely-textured palate. It's weighty in the mouth with richness, elegance and a purity of character. The acidity on the finish is already delicious.",Le Petit Lion de Léoville las Cases Barrel Sample,91,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Château Léoville Las Cases,1
76200,France,90–92. Barrel sample. This wine is made from property owned by the Bernard family of Domaine de Chevalier in Pessac-Léognan. It's a finely-made wine with great acidity and swathes of blackberry fruits. Well balanced and likely to age.,Barrel Sample,91,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Peyrabon,1
76201,France,"90–92. Barrel sample. This is a full and ripe wine that slowly reveals its rich, full-bodied character. On the mid palate, dry Saint-Estèphe tannins come through to show the immense concentration of the wine.",Barrel Sample,91,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Phélan-Ségur,1
76202,France,"90–92. Barrel sample. Solid and structured, while also a fruity wine, this has weight, richness and generous black-fruit flavors. It's quite a success, and showcases the pleasurable side of the vintage.",Barrel Sample,91,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Hanteillan,1
76203,France,"90–92. Barrel sample. This wine is very smoky with firm tannins typical of Saint-Estèphe. Layers of fruit surround the core of dryness in the heart of the wine. Floral and fragrant, the wine finishes with good acidity.",Barrel Sample,91,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Capbern Gasqueton,1
